"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","wheelchair_boarding"
"LTFRB_1016",,"Visayas Avenue / Lands Intersection, Quezon City",,14.6577,121.046,,,0,,0
"LTFRB_1017",,"Visayas Avenue / Road 1 Intersection, Quezon City",,14.6597,121.045,,,0,,0
"LTFRB_1018",,"Visayas Avenue / Road 1 Intersection, Quezon City",,14.6616,121.044,,,0,,0
"LTFRB_1019",,"Visayas Avenue Quezon City",,14.6642,121.044,,,0,,0
"LTFRB_102",,"Monumento, Rizal Avenue, Caloocan City",,14.6564,120.984,,,0,,0
"LTFRB_1020",,"Visayas Avenue / A. Limqueco Intersection, Quezon City",,14.6667,121.043,,,0,,0
"LTFRB_1021",,"Visayas Avenue / Windgate Intersection, Quezon City",,14.6687,121.043,,,0,,0
"LTFRB_1022",,"Capitol Allied Trading, Visayas Ave, Quezon City",,14.6704,121.043,,,0,,0
"LTFRB_1023",,"Visayas Avenue Quezon City",,14.6736,121.044,,,0,,0
"LTFRB_1024",,"Visayas Avenue Wet and Dry Market, Visayas Avenue Quezon City",,14.6753,121.044,,,0,,0
"LTFRB_1025",,"City Plaza, Tandang Sora, Quezon City",,14.6758,121.045,,,0,,0
"LTFRB_1026",,"Tandang Sora / Himlayan Road Intersection, Quezon City",,14.6745,121.047,,,0,,0
"LTFRB_1027",,"Tandang Sora / Congressional Avenue Extension Intersection, Quezon City",,14.6733,121.049,,,0,,0
"LTFRB_1028",,"Congressional Avenue Extension, Quezon City",,14.6737,121.051,,,0,,0
"LTFRB_1029",,"Tandang Sora, Quezon City",,14.6725,121.05,,,0,,0
"LTFRB_103",,"MacDonalds, Rizal Avenue, Caloocan City",,14.6538,120.984,,,0,,0
"LTFRB_1030",,"Tandang Sora, Quezon City",,14.6713,121.051,,,0,,0
"LTFRB_1031",,"Tandang Sora, Quezon City",,14.6703,121.052,,,0,,0
"LTFRB_1032",,"Casanova Drive / Tandang Sora Intersection, Quezon City",,14.6692,121.054,,,0,,0
"LTFRB_1033",,"Culiat High School, Tandang Sora, Quezon City",,14.668,121.056,,,0,,0
"LTFRB_1034",,"New Era High School, Tandang Sora, Quezon City",,14.6674,121.059,,,0,,0
"LTFRB_1035",,"Tandang Sora / Manguiat Intersection, Quezon City",,14.6668,121.061,,,0,,0
"LTFRB_1036",,"Tandang Sora, Quezon City",,14.6659,121.063,,,0,,0
"LTFRB_1037",,"EastWest Bank, Tandang Sora, Quezon City",,14.6655,121.065,,,0,,0
"LTFRB_1038",,"Tandang Sora / Demetria Reynaldo Intersection, Quezon City",,14.6645,121.067,,,0,,0
"LTFRB_1039",,"Congressional Avenue Extension, Quezon City",,14.6729,121.048,,,0,,0
"LTFRB_104",,"Ever Gotesco Grand Central, Rizal Avenue, Caloocan City",,14.6556,120.984,,,0,,0
"LTFRB_1040",,"Congressional Avenue Extension, Quezon City",,14.6725,121.046,,,0,,0
"LTFRB_1041",,"Visayas Avenue / Congressional Avenue Extension, Quezon City",,14.6721,121.044,,,0,,0
"LTFRB_1042",,"Quirino Highway, Quezon City",,14.7185,121.04,,,0,,0
"LTFRB_1043",,"Novaliches Elementary School, Quirino Highway, Quezon City",,14.7168,121.04,,,0,,0
"LTFRB_1044",,"Quirino Highway, Quezon City",,14.7151,121.04,,,0,,0
"LTFRB_1045",,"Quirino Highway, Quezon City",,14.7135,121.04,,,0,,0
"LTFRB_1046",,"Quirino Highway / Villaflor Intersection, Quezon City",,14.7119,121.04,,,0,,0
"LTFRB_1047",,"Quirino Highway / Premiere Street Intersection, Quezon City",,14.7101,121.039,,,0,,0
"LTFRB_1048",,"SM Cinema,Quirino Highway, Quezon City",,14.7082,121.039,,,0,,0
"LTFRB_1049",,"St John of Beverly, Quirino Highway, Quezon City",,14.7058,121.038,,,0,,0
"LTFRB_105",,"Rizal Avenue / Asistio Intersection, Caloocan City",,14.6516,120.984,,,0,,0
"LTFRB_1050",,"Quirino Highway / Rockville Avenue Intersection, Quezon City",,14.7013,121.035,,,0,,0
"LTFRB_1051",,"Quirino Highway / Evangelista Intersection, Quezon City",,14.7036,121.037,,,0,,0
"LTFRB_1052",,"Quirino Highway / T. Urbano Intersection, Quezon City",,14.699,121.034,,,0,,0
"LTFRB_1053",,"Quirino Highway / T. Carreon Intersection, Quezon City",,14.6966,121.032,,,0,,0
"LTFRB_1054",,"Quirino Highway / Goodwill Homes 2 Intersection, Quezon City",,14.695,121.031,,,0,,0
"LTFRB_1055",,"Quirino Highway, Quezon City",,14.6932,121.03,,,0,,0
"LTFRB_1056",,"Quirino Highway, Quezon City",,14.6918,121.029,,,0,,0
"LTFRB_1057",,"Quirino Highway / Mindanao Avenue Intersection, Quezon City",,14.6903,121.028,,,0,,0
"LTFRB_1058",,"Pacific Global Hospital, Mindanao Avenue, Quezon City",,14.6888,121.03,,,0,,0
"LTFRB_1059",,"Mindanao Avenue, Quezon City",,14.6866,121.032,,,0,,0
"LTFRB_1060",,"Mindanao Avenue / Don Vicente Intersection, Quezon City",,14.6838,121.032,,,0,,0
"LTFRB_1061",,"Mindanao Avenue, Quezon City",,14.6814,121.032,,,0,,0
"LTFRB_1062",,"Mindanao Avenue, Quezon City",,14.6792,121.032,,,0,,0
"LTFRB_1063",,"Mindanao Avenue / Tanding Sora Avenue Intersection, Quezon City",,14.6773,121.035,,,0,,0
"LTFRB_1064",,"Mindanao Avenue, Quezon City",,14.6747,121.032,,,0,,0
"LTFRB_1065",,"Mindanao Avenue, Quezon City",,14.6727,121.032,,,0,,0
"LTFRB_1066",,"Mindanao Avenue, Quezon City",,14.6705,121.032,,,0,,0
"LTFRB_1067",,"Mindanao Avenue, Quezon City",,14.6684,121.033,,,0,,0
"LTFRB_1068",,"Mindanao Avenue, Quezon City",,14.6669,121.035,,,0,,0
"LTFRB_1069",,"Mindanao Avenue, Quezon City",,14.6653,121.036,,,0,,0
"LTFRB_107",,"Asia Trust Bank, Rizal Avenue, Caloocan City",,14.6462,120.984,,,0,,0
"LTFRB_1070",,"Mindanao Avenue / Road 16 Intersection, Quezon City",,14.6637,121.036,,,0,,0
"LTFRB_1071",,"Mindanao Avenue, Quezon City",,14.6619,121.037,,,0,,0
"LTFRB_1072",,"Mindanao Avenue / Road 10 Intersection, Quezon City",,14.6604,121.036,,,0,,0
"LTFRB_1073",,"Mindanao Avenue, Quezon City",,14.6586,121.036,,,0,,0
"LTFRB_1074",,"Mindanao Avenue, Quezon City",,14.6571,121.036,,,0,,0
"LTFRB_1075",,"Mindanao Avenue, Quezon City",,14.6557,121.035,,,0,,0
"LTFRB_1076",,"North Avenue, Quezon City",,14.6542,121.036,,,0,,0
"LTFRB_1077",,"SM Hypermarket, North Avenue, Quezon City",,14.6548,121.034,,,0,,0
"LTFRB_1078",,"Veterans Memorial Medical Centre, North Avenue, Quezon City",,14.6537,121.039,,,0,,0
"LTFRB_1079",,"Veterans Memorial Medical Centre, North Avenue, Quezon City",,14.6531,121.041,,,0,,0
"LTFRB_1080",,"Philippine Sugar Authority, North Avenue, Quezon City",,14.6526,121.044,,,0,,0
"LTFRB_1081",,"North Avenue, Quezon City",,14.6522,121.046,,,0,,0
"LTFRB_1082",,"Amianan Motors Office, Road 1, Quezon City",,14.6608,121.038,,,0,,0
"LTFRB_1083",,"Road 1 / A27 Intersection Quezon City",,14.6605,121.039,,,0,,0
"LTFRB_1084",,"Road 1 / Road 9 Intersection Quezon City",,14.6601,121.041,,,0,,0
"LTFRB_1085",,"Road 1 / A8A Intersection Quezon City",,14.6597,121.043,,,0,,0
"LTFRB_1086",,"Road 3 / A 16 Intersection Quezon City",,14.6633,121.043,,,0,,0
"LTFRB_1087",,"Road 3, Quezon City",,14.6643,121.042,,,0,,0
"LTFRB_1088",,"Road 3, Quezon City",,14.6648,121.041,,,0,,0
"LTFRB_1089",,"Road 3, Quezon City",,14.6646,121.04,,,0,,0
"LTFRB_109",,"Banco De Oro, Rizal Avenue, Caloocan City",,14.6412,120.984,,,0,,0
"LTFRB_1090",,"Road 3 / Road 5 Intersection, Quezon City",,14.6644,121.038,,,0,,0
"LTFRB_1091",,"Emensto Rondon High School, Road 3, Quezon City",,14.6641,121.037,,,0,,0
"LTFRB_1092",,"Congressional Avenue, Quezon City",,14.6691,121.035,,,0,,0
"LTFRB_1093",,"Congressional Avenue / Jupiter Intersection, Quezon City",,14.6705,121.037,,,0,,0
"LTFRB_1094",,"Cherry Foodarama, Congressional Avenue, Quezon City",,14.6711,121.039,,,0,,0
"LTFRB_1095",,"Starbucks, Congressional Avenue, Quezon City",,14.6715,121.041,,,0,,0
"LTFRB_1096",,"Life Value Clinic, Congressional Avenue, Quezon City",,14.6768,121.034,,,0,,0
"LTFRB_1097",,"Congressional Avenue / Banlat Road Intersection, Quezon City",,14.6768,121.035,,,0,,0
"LTFRB_1098",,"Congressional Avenue / Dona Sotera Intersection, Quezon City",,14.6765,121.037,,,0,,0
"LTFRB_1099",,"Congressional Avenue, Quezon City",,14.6769,121.04,,,0,,0
"LTFRB_11",,"Our Lady Manaoag College/ ELCO Lumber Corp., MacArthur Highway, Balagtas",,14.8116,120.914,,,0,,0
"LTFRB_110",,"Baliwag Transit Bus Station, Rizal Avenue, Caloocan City",,14.64,120.984,,,0,,0
"LTFRB_1100",,"Congressional Avenue, Quezon City",,14.6766,121.042,,,0,,0
"LTFRB_1101",,"Congressional Avenue / Golden Intersection, Quezon City",,14.6763,121.043,,,0,,0
"LTFRB_1102",,"Congressional Avenue / San Miguel Intersection, Quezon City",,14.6762,121.046,,,0,,0
"LTFRB_1103",,"Himlayan Road / Drakar Intersection, Quezon City",,14.6772,121.046,,,0,,0
"LTFRB_1104",,"Himlayan Road / Cartier Intersection, Quezon City",,14.6789,121.046,,,0,,0
"LTFRB_1105",,"Himlayan Road / Banlat Road Intersection, Quezon City",,14.6806,121.047,,,0,,0
"LTFRB_1106",,"Banlat Road / Ambuklao Intersection, Quezon City",,14.6827,121.046,,,0,,0
"LTFRB_1107",,"Ambuklao, Quezon City",,14.6839,121.047,,,0,,0
"LTFRB_1108",,"Ambuklao, Quezon City",,14.685,121.048,,,0,,0
"LTFRB_1109",,"Ambuklao / Loboc Intersection, Quezon City",,14.6861,121.048,,,0,,0
"LTFRB_111",,"Rizal Avenue / Road 1 Intersection, Caloocan City",,14.6374,120.983,,,0,,0
"LTFRB_1110",,"Binga, Quezon City",,14.6863,121.05,,,0,,0
"LTFRB_1111",,"Kalayaan, Quezon City",,14.6874,121.051,,,0,,0
"LTFRB_1112",,"Kalayaan / Jacinto Roque, Quezon City",,14.6888,121.051,,,0,,0
"LTFRB_1113",,"Kalayaan, Quezon City",,14.6903,121.051,,,0,,0
"LTFRB_1114",,"NIA Chapel, Chico, Quezon City",,14.6916,121.049,,,0,,0
"LTFRB_1115",,"Sauyo High School Extension, Pantabangan, Quezon City",,14.691,121.048,,,0,,0
"LTFRB_1116",,"North Luzon Expressway, Valenzuela City",,14.7069,120.994,,,0,,0
"LTFRB_1117",,"North Luzon Expressway / Santiago Street Intersection, Valenzuela City",,14.7049,120.995,,,0,,0
"LTFRB_1118",,"North Luzon Expressway, Valenzuela City",,14.7033,120.996,,,0,,0
"LTFRB_1119",,"North Luzon Expressway, Valenzuela City",,14.7013,120.997,,,0,,0
"LTFRB_112",,"LRT Papa Station, Rizal  Avenue, Caloocan City",,14.6362,120.982,,,0,,0
"LTFRB_1120",,"North Luzon Expressway, Valenzuela City",,14.6995,120.998,,,0,,0
"LTFRB_1121",,"North Luzon Expressway, Valenzuela City",,14.6975,120.999,,,0,,0
"LTFRB_1122",,"North Luzon Expressway, Valenzuela City",,14.6954,121,,,0,,0
"LTFRB_1123",,"North Luzon Expressway / Mindanao Avenue, Valenzuela City",,14.6932,121,,,0,,0
"LTFRB_1124",,"North Luzon Expressway, Valenzuela City",,14.6911,121.001,,,0,,0
"LTFRB_1125",,"North Luzon Expressway, Valenzuela City",,14.6891,121.001,,,0,,0
"LTFRB_1126",,"North Luzon Expressway, Valenzuela City",,14.6871,121.001,,,0,,0
"LTFRB_1127",,"North Luzon Expressway, Valenzuela City",,14.6853,121.001,,,0,,0
"LTFRB_1128",,"North Luzon Expressway, Valenzuela City",,14.6839,121.001,,,0,,0
"LTFRB_1129",,"North Luzon Expressway, Valenzuela City",,14.682,121.001,,,0,,0
"LTFRB_113",,"Rizal Avenue / Jose Abad Santos Avenue Interchange, Caloocan City",,14.632,120.981,,,0,,0
"LTFRB_1130",,"North Luzon Expressway, Valenzuela City",,14.6801,121.001,,,0,,0
"LTFRB_1131",,"North Luzon Expressway near NLEX Complex, Caloocan City",,14.6779,121,,,0,,0
"LTFRB_1132",,"North Luzon Expressway, Caloocan City",,14.6758,121.001,,,0,,0
"LTFRB_1133",,"North Luzon Expressway near Libis Baesa Exit, Caloocan City",,14.6737,121.001,,,0,,0
"LTFRB_1134",,"North Luzon Expressway, Caloocan City",,14.6718,121.001,,,0,,0
"LTFRB_1135",,"North Luzon Expressway near Eternal Gardens Memorial Park, Caloocan City",,14.67,121,,,0,,0
"LTFRB_1136",,"North Luzon Expressway, Caloocan City",,14.6682,121,,,0,,0
"LTFRB_1137",,"North Luzon Expressway, Caloocan City",,14.6663,121,,,0,,0
"LTFRB_1138",,"North Luzon Expressway, Caloocan City",,14.6641,121,,,0,,0
"LTFRB_1139",,"North Luzon Expressway near Bonifacio Memorial Elementary School, Caloocan City",,14.6591,121,,,0,,0
"LTFRB_114",,"Governor Fortunato Halili Avenue, Bocaue",,14.7994,120.931,,,0,,0
"LTFRB_1140",,"North Luzon Expressway / Epifanio de los Santos Avenue Intersection, Caloocan City",,14.6573,121,,,0,,0
"LTFRB_1141",,"Malabon / Milagrosa Intersection, Caloocan City",,14.6687,120.997,,,0,,0
"LTFRB_1142",,"Malabon / Makaneneng Intersection, Caloocan City",,14.6692,120.998,,,0,,0
"LTFRB_1143",,"Malolos Avenue / Makaneneng Intersection, Caloocan City",,14.6672,121,,,0,,0
"LTFRB_1144",,"Malolos Avenue / Milagrosa Intersection, Caloocan City",,14.6662,120.999,,,0,,0
"LTFRB_1145",,"Miracle / Milagrosa Intersection, Caloocan City",,14.6674,120.997,,,0,,0
"LTFRB_1146",,"Malolos Avenue, Caloocan City",,14.6649,120.997,,,0,,0
"LTFRB_1147",,"Malolos Avenue / General Tirona Intersection, Caloocan City",,14.6639,120.996,,,0,,0
"LTFRB_1148",,"General Tirona Intersection, Caloocan City",,14.662,120.997,,,0,,0
"LTFRB_1149",,"Gregoria de Jesus, Caloocan City",,14.6597,120.998,,,0,,0
"LTFRB_115",,"Governor Fortunato Halili Avenue, Bocaue",,14.8017,120.933,,,0,,0
"LTFRB_1150",,"General Tirona Intersection, Caloocan City",,14.6583,120.997,,,0,,0
"LTFRB_1151",,"Epifanio de los Santos Avenue, Caloocan City",,14.6573,120.998,,,0,,0
"LTFRB_1152",,"Epifanio de los Santos Avenue / General Evangelista , Caloocan City",,14.6573,120.996,,,0,,0
"LTFRB_1153",,"Epifanio de los Santos Avenue / Gen Malvar Intersection , Caloocan City",,14.6573,120.993,,,0,,0
"LTFRB_1154",,"Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City",,14.6572,120.99,,,0,,0
"LTFRB_1155",,"Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",,14.6573,120.988,,,0,,0
"LTFRB_1156",,"Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City",,14.6572,120.986,,,0,,0
"LTFRB_1157",,"L Bustamante / Benin Intersection, Caloocan City",,14.656,120.985,,,0,,0
"LTFRB_1158",,"2nd Street / 12th Avenue, Caloocan City",,14.6544,120.986,,,0,,0
"LTFRB_1159",,"5th Street / 12th Avenue Intersection, Caloocan City",,14.6542,120.988,,,0,,0
"LTFRB_116",,"Academia de Sta. Cruz,Governor Fortunato Halili Avenue, Bocaue",,14.805,120.935,,,0,,0
"LTFRB_1160",,"5th Street / Macbagdal Intersection, Caloocan City",,14.6557,120.988,,,0,,0
"LTFRB_1161",,"8th Avenue / Macbagdal Intersection, Caloocan City",,14.6557,120.99,,,0,,0
"LTFRB_1162",,"12th Street / 8th Avenue, Caloocan City",,14.6542,120.99,,,0,,0
"LTFRB_1163",,"5th Street / 10th Avenue, Caloocan City",,14.6514,120.988,,,0,,0
"LTFRB_1164",,"2nd Street / 10th Avenue, Caloocan City",,14.6515,120.986,,,0,,0
"LTFRB_1165",,"8th Street / 10th Avenue, Caloocan City",,14.6513,120.99,,,0,,0
"LTFRB_1166",,"11th Steet / 10th Avenue, Caloocan City",,14.6513,120.993,,,0,,0
"LTFRB_1167",,"Kamantigue / 10th Avenue, Caloocan City",,14.6512,120.995,,,0,,0
"LTFRB_1168",,"Kamantigue / 11th Avenue, Caloocan City",,14.6526,120.995,,,0,,0
"LTFRB_1169",,"Quirino Highway, Quezon City",,14.6625,121.001,,,0,,0
"LTFRB_117",,"Truo Elementary School, Governor Fortunato Halili Avenue, Bocaue",,14.8066,120.938,,,0,,0
"LTFRB_1170",,"Quirino Highway / S Gonzales Drive Intersection, Quezon City",,14.664,121.003,,,0,,0
"LTFRB_1171",,"Quirino Highway near Maximina Intersection, Quezon City",,14.6648,121.004,,,0,,0
"LTFRB_1172",,"Quirino Highway / Francisco Intersection, Quezon City",,14.6655,121.006,,,0,,0
"LTFRB_1173",,"Quirino Highway / 127 Interior Intersection, Quezon City",,14.6667,121.007,,,0,,0
"LTFRB_1174",,"Quirino Highway, Quezon City",,14.6683,121.009,,,0,,0
"LTFRB_1175",,"Pascual Memorial Elementary School, Quirino Highway, Quezon City",,14.6697,121.01,,,0,,0
"LTFRB_1176",,"Baesa Road, Quirino Highway, Quezon City",,14.6682,121.007,,,0,,0
"LTFRB_1177",,"Baesa Road / Faith Intersection, Quirino Highway, Quezon City",,14.6699,121.006,,,0,,0
"LTFRB_1178",,"Baesa Road, Quirino Highway, Quezon City",,14.6716,121.006,,,0,,0
"LTFRB_1179",,"Baesa Road, Quirino Highway, Quezon City",,14.6732,121.005,,,0,,0
"LTFRB_118",,"Truo FX Terminal, Governor Fortunato Halili Avenue, Bocaue",,14.8073,120.94,,,0,,0
"LTFRB_1180",,"Baesa Road, Quirino Highway, Quezon City",,14.6744,121.005,,,0,,0
"LTFRB_1181",,"Baesa Road / Reparo Road Intersection, Quirino Highway, Quezon City",,14.6756,121.004,,,0,,0
"LTFRB_1182",,"General Hospital, Baesa Road, Quirino Highway, Quezon City",,14.6769,121.005,,,0,,0
"LTFRB_1183",,"Baesa Educational Foundation, Baesa Road, Quirino Highway, Quezon City",,14.6777,121.006,,,0,,0
"LTFRB_1184",,"Baesa Road / Aquino Street Intersection, Quirino Highway, Quezon City",,14.6783,121.007,,,0,,0
"LTFRB_1185",,"Baesa Road / Julieta Street Intersection, Quirino Highway, Quezon City",,14.6789,121.007,,,0,,0
"LTFRB_1186",,"Baesa Road / Barnachea Compund Intersection, Quirino Highway, Quezon City",,14.6794,121.008,,,0,,0
"LTFRB_1187",,"Immaculate Mother Learning Center, Baesa Road, Quirino Highway, Quezon City",,14.6802,121.009,,,0,,0
"LTFRB_1188",,"Baesa Road / Roxas Intersection, Quirino Highway, Quezon City",,14.6807,121.009,,,0,,0
"LTFRB_1189",,"Roxas, Quirino Highway, Quezon City",,14.6797,121.01,,,0,,0
"LTFRB_119",,"Shell Fuel Station, Governor Fortunato Halili Avenue, Bocaue",,14.808,120.943,,,0,,0
"LTFRB_1190",,"Roxas, Quirino Highway, Quezon City",,14.6786,121.01,,,0,,0
"LTFRB_1191",,"St Francis of Assisi Parish Church, Roxas, Quirino Highway, Quezon City",,14.6814,121.01,,,0,,0
"LTFRB_1192",,"Quirino Highway / Masagana Intersection, Quezon City",,14.6712,121.011,,,0,,0
"LTFRB_1193",,"Baesa Town Centre, Quirino Highway, Quezon City",,14.673,121.013,,,0,,0
"LTFRB_1194",,"Baesa Cemetary, Quirino Highway, Quezon City",,14.6742,121.014,,,0,,0
"LTFRB_1195",,"Quirino Highway / Rodriguez Drive Intersection, Quezon City",,14.6755,121.015,,,0,,0
"LTFRB_1196",,"Inglesia ni Cristo, Quirino Highway, Quezon City",,14.677,121.016,,,0,,0
"LTFRB_1197",,"Quirino Highway / Vipra Intersection, Quezon City",,14.679,121.018,,,0,,0
"LTFRB_1198",,"Chowking, Quirino Highway, Quezon City",,14.6805,121.019,,,0,,0
"LTFRB_1199",,"SM Supermarket, Quirino Highway, Quezon City",,14.6823,121.021,,,0,,0
"LTFRB_12",,"Krusas Wawa Memorial Park, MacArthur Highway, Balagtas",,14.8081,120.917,,,0,,0
"LTFRB_120",,"Bulacan Medical Misson Group Cooperative Hospital, Governor  Fortunato Halili Avenue, Bocaue",,14.8083,120.945,,,0,,0
"LTFRB_1200",,"Quirino Highway / Kalapati Intersection, Quezon City",,14.6837,121.022,,,0,,0
"LTFRB_1201",,"Quirino Highway, Quezon City",,14.685,121.023,,,0,,0
"LTFRB_1202",,"Quirino Highway, Quezon City",,14.6864,121.024,,,0,,0
"LTFRB_1203",,"Quirino Highway, Quezon City",,14.688,121.026,,,0,,0
"LTFRB_1204",,"MAN Bus and Trucks, Quirino Highway, Quezon City",,14.6891,121.026,,,0,,0
"LTFRB_1205",,"Tanding Sora Avenue, Quezon City",,14.6798,121.021,,,0,,0
"LTFRB_1206",,"Tanding Sora Avenue, Quezon City",,14.6795,121.023,,,0,,0
"LTFRB_1207",,"Tanding Sora Avenue, Quezon City",,14.6791,121.025,,,0,,0
"LTFRB_1208",,"Jetti Petrol Station, Tanding Sora Avenue, Quezon City",,14.6788,121.027,,,0,,0
"LTFRB_1209",,"Tanding Sora Avenue / University Lane Intersection, Quezon City",,14.6782,121.029,,,0,,0
"LTFRB_121",,"Mateo's Diagnostic Clinic & General Hospital, Governor Fortunato Halili Avenue, Bocaue",,14.8097,120.947,,,0,,0
"LTFRB_1210",,"St James College, Tanding Sora Avenue, Quezon City",,14.6775,121.031,,,0,,0
"LTFRB_1211",,"General Avenue, Quezon City",,14.6776,121.026,,,0,,0
"LTFRB_1212",,"General Avenue / Gsisea Street Intersection, Quezon City",,14.6762,121.026,,,0,,0
"LTFRB_1213",,"General Avenue / Molave Intersection, Quezon City",,14.6745,121.026,,,0,,0
"LTFRB_1214",,"General Avenue / Assistant Branchesntersection, Quezon City",,14.6731,121.025,,,0,,0
"LTFRB_1215",,"Assistant / Engineering, Quezon City",,14.6752,121.023,,,0,,0
"LTFRB_1216",,"Engineering / Manager Intersection, Quezon City",,14.6739,121.023,,,0,,0
"LTFRB_1217",,"Engineering / Legal Intersection, Quezon City",,14.6721,121.023,,,0,,0
"LTFRB_1218",,"St Mary / Benfits, Quezon City",,14.6726,121.021,,,0,,0
"LTFRB_1219",,"Daisol, Quezon City",,14.6732,121.022,,,0,,0
"LTFRB_122",,"Green Pond Chinese Resturant, Governor Fortunato Halili Avenue, Bocaue",,14.8116,120.948,,,0,,0
"LTFRB_1220",,"Benefits / GSIS Avenue, Quezon City",,14.6721,121.018,,,0,,0
