"trip_id","stop_sequence","stop_id","arrival_time","departure_time","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled"
882132,11,"LTFRB_4987","00:33:30","00:33:30",,0,0,
882133,1,"LTFRB_4977","00:00:00","00:00:00",,0,0,
882133,2,"LTFRB_4978","00:02:30","00:03:00",,0,0,
882133,3,"LTFRB_4979","00:06:30","00:07:00",,0,0,
882133,4,"LTFRB_4980","00:10:00","00:10:30",,0,0,
882133,5,"LTFRB_4981","00:13:30","00:14:00",,0,0,
882133,6,"LTFRB_4982","00:16:00","00:16:30",,0,0,
882133,7,"LTFRB_4983","00:19:00","00:19:30",,0,0,
882133,8,"LTFRB_4984","00:22:30","00:23:00",,0,0,
882133,9,"LTFRB_4985","00:26:30","00:27:00",,0,0,
882133,10,"LTFRB_4986","00:29:00","00:29:30",,0,0,
882133,11,"LTFRB_4987","00:33:30","00:33:30",,0,0,
882134,1,"LTFRB_4977","00:00:00","00:00:00",,0,0,
882134,2,"LTFRB_4978","00:02:30","00:03:00",,0,0,
882134,3,"LTFRB_4979","00:06:30","00:07:00",,0,0,
882134,4,"LTFRB_4980","00:10:00","00:10:30",,0,0,
882134,5,"LTFRB_4981","00:13:30","00:14:00",,0,0,
882134,6,"LTFRB_4982","00:16:00","00:16:30",,0,0,
882134,7,"LTFRB_4983","00:19:00","00:19:30",,0,0,
882134,8,"LTFRB_4984","00:22:30","00:23:00",,0,0,
882134,9,"LTFRB_4985","00:26:30","00:27:00",,0,0,
882134,10,"LTFRB_4986","00:29:00","00:29:30",,0,0,
882134,11,"LTFRB_4987","00:33:30","00:33:30",,0,0,
882135,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882135,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882135,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882135,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882135,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882135,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882135,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882135,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882135,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882135,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882135,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882136,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882136,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882136,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882136,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882136,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882136,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882136,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882136,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882136,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882136,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882136,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882137,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882137,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882137,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882137,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882137,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882137,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882137,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882137,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882137,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882137,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882137,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882138,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882138,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882138,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882138,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882138,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882138,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882138,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882138,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882138,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882138,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882138,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882139,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882139,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882139,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882139,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882139,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882139,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882139,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882139,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882139,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882139,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882139,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882140,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882140,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882140,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882140,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882140,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882140,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882140,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882140,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882140,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882140,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882140,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882141,1,"LTFRB_4987","00:00:00","00:00:00",,0,0,
882141,2,"LTFRB_4986","00:04:00","00:04:00",,0,0,
882141,3,"LTFRB_4985","00:06:00","00:06:30",,0,0,
882141,4,"LTFRB_4984","00:10:00","00:10:30",,0,0,
882141,5,"LTFRB_4983","00:13:30","00:14:00",,0,0,
882141,6,"LTFRB_4982","00:16:30","00:17:00",,0,0,
882141,7,"LTFRB_4981","00:19:00","00:19:30",,0,0,
882141,8,"LTFRB_4980","00:22:30","00:23:00",,0,0,
882141,9,"LTFRB_4979","00:26:00","00:26:30",,0,0,
882141,10,"LTFRB_4978","00:30:00","00:30:30",,0,0,
882141,11,"LTFRB_4977","00:33:00","00:33:30",,0,0,
882210,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882210,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882210,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882210,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882210,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882210,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882210,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882210,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882210,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882210,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882210,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882210,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882210,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882210,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882210,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882210,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882210,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882210,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882210,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882210,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882211,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882211,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882211,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882211,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882211,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882211,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882211,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882211,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882211,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882211,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882211,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882211,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882211,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882211,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882211,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882211,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882211,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882211,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882211,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882211,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882212,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882212,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882212,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882212,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882212,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882212,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882212,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882212,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882212,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882212,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882212,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882212,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882212,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882212,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882212,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882212,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882212,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882212,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882212,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882212,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882213,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882213,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882213,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882213,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882213,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882213,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882213,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882213,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882213,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882213,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882213,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882213,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882213,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882213,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882213,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882213,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882213,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882213,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882213,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882213,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882214,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882214,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882214,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882214,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882214,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882214,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882214,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882214,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882214,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882214,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882214,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882214,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882214,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882214,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882214,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882214,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882214,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882214,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882214,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882214,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882215,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882215,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882215,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882215,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882215,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882215,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882215,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882215,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882215,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882215,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882215,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882215,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882215,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882215,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882215,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882215,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882215,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882215,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882215,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882215,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882216,1,"LTFRB_4944","00:00:00","00:00:00",,0,0,
882216,2,"LTFRB_4945","00:01:08","00:01:38",,0,0,
882216,3,"LTFRB_4946","00:03:56","00:04:26",,0,0,
882216,4,"LTFRB_4947","00:05:56","00:06:26",,0,0,
882216,5,"LTFRB_4948","00:08:56","00:09:26",,0,0,
882216,6,"LTFRB_4949","00:11:16","00:11:46",,0,0,
882216,7,"LTFRB_4950","00:13:26","00:13:56",,0,0,
882216,8,"LTFRB_4951","00:15:26","00:15:56",,0,0,
882216,9,"LTFRB_4952","00:18:46","00:19:16",,0,0,
882216,10,"LTFRB_4953","00:20:46","00:21:16",,0,0,
882216,11,"LTFRB_4954","00:22:46","00:23:16",,0,0,
882216,12,"LTFRB_4955","00:24:36","00:25:06",,0,0,
882216,13,"LTFRB_4956","00:26:26","00:26:56",,0,0,
882216,14,"LTFRB_4957","00:28:16","00:28:46",,0,0,
882216,15,"LTFRB_4958","00:30:51","00:31:21",,0,0,
882216,16,"LTFRB_4959","00:32:41","00:33:11",,0,0,
882216,17,"LTFRB_4960","00:35:21","00:35:51",,0,0,
882216,18,"LTFRB_4961","00:38:21","00:38:51",,0,0,
882216,19,"LTFRB_4962","00:44:21","00:44:51",,0,0,
882216,20,"LTFRB_4963","00:49:51","00:49:51",,0,0,
882217,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882217,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882217,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882217,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882217,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882217,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882217,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882217,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882217,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882217,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882217,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882217,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882217,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882217,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882217,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882217,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882217,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882217,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882217,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882217,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882218,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882218,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882218,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882218,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882218,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882218,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882218,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882218,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882218,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882218,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882218,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882218,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882218,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882218,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882218,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882218,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882218,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882218,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882218,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882218,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882219,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882219,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882219,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882219,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882219,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882219,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882219,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882219,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882219,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882219,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882219,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882219,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882219,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882219,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882219,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882219,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882219,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882219,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882219,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882219,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882220,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882220,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882220,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882220,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882220,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882220,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882220,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882220,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882220,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882220,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882220,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882220,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882220,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882220,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882220,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882220,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882220,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882220,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882220,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882220,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882221,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882221,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882221,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882221,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882221,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882221,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882221,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882221,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882221,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882221,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882221,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882221,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882221,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882221,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882221,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882221,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882221,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882221,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882221,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882221,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882222,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882222,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882222,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882222,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882222,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882222,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
882222,7,"LTFRB_4957","00:21:05","00:21:35",,0,0,
882222,8,"LTFRB_4956","00:22:55","00:23:25",,0,0,
882222,9,"LTFRB_4955","00:24:45","00:25:15",,0,0,
882222,10,"LTFRB_4954","00:26:35","00:27:05",,0,0,
882222,11,"LTFRB_4953","00:28:35","00:29:05",,0,0,
882222,12,"LTFRB_4952","00:30:35","00:31:05",,0,0,
882222,13,"LTFRB_4951","00:33:55","00:34:25",,0,0,
882222,14,"LTFRB_4950","00:35:55","00:36:25",,0,0,
882222,15,"LTFRB_4949","00:38:05","00:38:35",,0,0,
882222,16,"LTFRB_4948","00:40:25","00:40:55",,0,0,
882222,17,"LTFRB_4947","00:43:25","00:43:55",,0,0,
882222,18,"LTFRB_4946","00:45:25","00:45:55",,0,0,
882222,19,"LTFRB_4945","00:48:13","00:48:43",,0,0,
882222,20,"LTFRB_4944","00:49:51","00:49:51",,0,0,
882223,1,"LTFRB_4963","00:00:00","00:00:00",,0,0,
882223,2,"LTFRB_4962","00:05:00","00:05:30",,0,0,
882223,3,"LTFRB_4961","00:11:00","00:11:30",,0,0,
882223,4,"LTFRB_4960","00:14:00","00:14:30",,0,0,
882223,5,"LTFRB_4959","00:16:40","00:17:10",,0,0,
882223,6,"LTFRB_4958","00:18:30","00:19:00",,0,0,
