"agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_id"
"LTFRB",,"Ayala Dasmarinas (Cavite) via Coastal Rd","Governor's Dv, Dasmariñas City, Manila - MRT-3 Ayala Station, Makati City, Manila",3,,,,"LTFRB_PUB1013"
"LTFRB",,"Ayala Dasmarinas (Cavite) via Coastal Rd","MRT-3 Ayala Station, Makati City, Manila - Emilio Aguinaldo Hwy, Lungsod ng Dasmariñas, Manila",3,,,,"LTFRB_PUB1014"
"LTFRB",,"Ayala Grotto (SJDM) via Leveriza","Senator Gil Puyat Ave, Makati City - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",3,,,,"LTFRB_PUB1015"
"LTFRB",,"Ayala Grotto (SJDM) via Leveriza","Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUB1016"
"LTFRB",,"Ayala Malabon via EDSA","MRT-3 Ayala Station, Makati City, Manila - Circimferential Road 4, Malabon City",3,,"FFFFFF",,"LTFRB_PUB1017"
"LTFRB",,"Ayala Malabon via EDSA","Pagamutang Bayan Ng Malabon, Dagat- Dagatan Avenue, Caloocan City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1018"
"LTFRB",,"Ayala Monumento via EDSA","MRT-3 Ayala Station, Makati City, Manila - Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1019"
"LTFRB",,"Ayala Monumento via EDSA","Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1020"
"LTFRB",,"Ayala NAIA","Natalia, Parañaque City, Manila - MRT-3 Ayala Station, Makati City, Manila",3,,,,"LTFRB_PUB1021"
"LTFRB",,"Ayala NAIA","MRT-3 Ayala Station, Makati City, Manila - NAIA Rd, Parañaque City, Manila",3,,,,"LTFRB_PUB1022"
"LTFRB",,"Ayala Novaliches via EDSA Buendia","MRT-3 Ayala Station, Makati City, Manila - Ramirez / Quirino Highway, Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1023"
"LTFRB",,"Ayala Novaliches via EDSA Buendia","Ramirez / Quirino Highway, Caloocan City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1024"
"LTFRB",,"Ayala Quiapo via Kamagong Taft","Paseo de Roxas / Ayala Avenue Intersection, Makati City, Manila - Quezon Blvd, Manila",3,,,,"LTFRB_PUB1025"
"LTFRB",,"Ayala Quiapo via Kamagong Taft","Quezon Blvd, Manila - Makati Ave / Ayala Avenue Intersection, Makati City, Manila",3,,,,"LTFRB_PUB1026"
"LTFRB",,"Ayala UE Caloocan via EDSA","MRT-3 Ayala Station, Makati City, Manila - Circimferential Road 4, Malabon City",3,,"FFFFFF",,"LTFRB_PUB1027"
"LTFRB",,"Ayala UE Caloocan via EDSA","Pagamutang Bayan Ng Malabon, Dagat- Dagatan Avenue, Caloocan City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1028"
"LTFRB",,"Baclaran Malabon (Letre) via EDSA","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Circimferential Road 4, Malabon City",3,,"FFFFFF",,"LTFRB_PUB1029"
"LTFRB",,"Baclaran Malabon (Letre) via EDSA","Pagamutang Bayan Ng Malabon, Dagat- Dagatan Avenue, Caloocan City - Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1030"
"LTFRB",,"Baclaran Malanday via EDSA","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1031"
"LTFRB",,"Baclaran Malanday via EDSA","Mananday Tricycle and Pedicab Terminal, MacArthur Highway, Malanday, Valenzuela City - Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1032"
"LTFRB",,"Baclaran Monumento via EDSA","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1033"
"LTFRB",,"Baclaran Monumento via EDSA","Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City - Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1034"
"LTFRB",,"Baclaran Navotas via Ayala","Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",3,,,,"LTFRB_PUB1035"
"LTFRB",,"Baclaran Navotas via Ayala","Circimferential Road 4, Malabon City - Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila",3,,,,"LTFRB_PUB1036"
"LTFRB",,"Baclaran Novaliches via EDSA Quirino","Natalia, Parañaque City, Manila - SM Cinema,Quirino Highway, Quezon City",3,,,,"LTFRB_PUB1037"
"LTFRB",,"Baclaran Novaliches via EDSA Quirino","SM Cinema,Quirino Highway, Quezon City - NAIA Rd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1038"
"LTFRB",,"Baclaran SJDM via Commonwealth EDSA","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Dr Eduardo V. Roquero Sr. Rd, City of San Jose del Monte, Manila",3,,"FFFFFF",,"LTFRB_PUB1039"
"LTFRB",,"Baclaran SJDM via Commonwealth EDSA","Dr Eduardo V. Roquero Sr. Rd, City of San Jose del Monte, Manila - Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1040"
"LTFRB",,"Baclaran SM Fairview via Lagro","Maria, Parañaque City, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",3,,,,"LTFRB_PUB1041"
"LTFRB",,"Baclaran SM Fairview via Lagro","Quirino Highway / Maligaya Intersection, Caloocan City - NAIA Rd, Parañaque City, Manila",3,,,,"LTFRB_PUB1042"
"LTFRB",,"Domestic Grotto via EDSA","Natalia, Parañaque City, Manila - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",3,,"FFFFFF",,"LTFRB_PUB1043"
"LTFRB",,"Domestic Grotto via EDSA","Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte - NAIA Rd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1044"
"LTFRB",,"Leveriza Monumento","Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,,,"LTFRB_PUB1045"
"LTFRB",,"Leveriza Monumento","Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,,,"LTFRB_PUB1046"
"LTFRB",,"Navotas Terminal Pacita Complex via EDSA","National Highway / Unnamed Rd, San Pedro, Manila - Circimferential Road 4, Malabon City",3,,"FFFFFF",,"LTFRB_PUB1047"
"LTFRB",,"Navotas Terminal Pacita Complex via EDSA","Circimferential Road 4, Malabon City - Plaza Pacita Bus Terminal, National Highway / Pacita Av, San Pedro, Manila",3,,"FFFFFF",,"LTFRB_PUB1048"
"LTFRB",,"Novaliches Baclaran via EDSA Mindanao Ave","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Ramirez / Quirino Highway, Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1049"
"LTFRB",,"Novaliches Baclaran via EDSA Mindanao Ave","Ramirez / Quirino Highway, Caloocan City - Uniwide Coastal Mall, Diosdado Macapagal Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1050"
"LTFRB",,"Novaliches Pacita San Pedro via Malinta","San Pedro College of Business Administration, National Hwy, San Pedro, Manila - Genteral Luis / Reynaldo Road Intersection, Caloocan City",3,,,,"LTFRB_PUB1051"
"LTFRB",,"Novaliches Pacita San Pedro via Malinta","Genteral Luis / Reynaldo Road Intersection, Caloocan City - San Pedro College of Business Administration, National Hwy, San Pedro, Manila",3,,,,"LTFRB_PUB1052"
"LTFRB",,"Pandacan Quiapo","Beata, Manila - McArthur Bridge , Manila",3,,,,"LTFRB_PUB1053"
"LTFRB",,"Pandacan Quiapo","Carlos Palanca Sr, Manila - Beata, Manila",3,,,,"LTFRB_PUB1054"
"LTFRB",,"Pandacan Sta Cruz via Quiapo","Beata, Manila - McArthur Bridge , Manila",3,,,,"LTFRB_PUB1055"
"LTFRB",,"Pandacan Sta Cruz via Quiapo","Carlos Palanca Sr, Manila - Beata, Manila",3,,,,"LTFRB_PUB1056"
"LTFRB",,"SM Fairview Ayala Leveriza via EDSA","Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1057"
"LTFRB",,"SM Fairview Ayala Leveriza via EDSA","Quirino Highway / Maligaya Intersection, Caloocan City - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,"FFFFFF",,"LTFRB_PUB1058"
"LTFRB",,"Taguig City Navotas","DBP Ave, Taguig City, Manila, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",3,,,,"LTFRB_PUB1059"
"LTFRB",,"Taguig City Navotas","Circimferential Road 4, Malabon City - Food Terminal Incorporated, DBP Ave, Taguig City, Manila, Manila",3,,,,"LTFRB_PUB1060"
"LTFRB",,"Alabang Monumento via EDSA","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1061"
"LTFRB",,"Alabang Monumento via EDSA","Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City - Starmall Footbridge, Starmall Starmall Service Rd, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1062"
"LTFRB",,"Alabang Navotas","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",3,,,,"LTFRB_PUB1063"
"LTFRB",,"Ayala Balintawak","MRT-3 Ayala Station, Makati City, Manila - Balintawak LRT 1, Epifanio de los Santos Ave, Quezon City, Manila",3,,,,"LTFRB_PUB1065"
"LTFRB",,"Ayala Balintawak","Balintawak LRT 1, Epifanio de los Santos Ave, Quezon City, Manila - Ayala Ave, Makati City, Manila",3,,,,"LTFRB_PUB1066"
"LTFRB",,"Ayala Fairview via EDSA","Epifanio de los Santos Av, Makati City, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1067"
"LTFRB",,"Ayala Fairview via EDSA","Quirino Highway / Maligaya Intersection, Caloocan City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1068"
"LTFRB",,"Ayala Grotto via EDSA","Epifanio de los Santos Av, Makati City, Manila - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",3,,"FFFFFF",,"LTFRB_PUB1069"
"LTFRB",,"Ayala Grotto via EDSA","Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1070"
"LTFRB",,"Ayala Lagro via EDSA","Epifanio de los Santos Av, Makati City, Manila - Polytechnic School, Quirino Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1071"
"LTFRB",,"Ayala Lagro via EDSA","Polytechnic School, Quirino Highway, Quezon City - MRT-3 Ayala Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1072"
"LTFRB",,"Ayala Malanday via EDSA","Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1073"
"LTFRB",,"Ayala Malanday via EDSA","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - MRT-3 Buendia Station, Makati City, Manila",3,,"FFFFFF",,"LTFRB_PUB1074"
"LTFRB",,"FTI-Monumento via EDSA","DBP Ave, Taguig City, Manila, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,,,"LTFRB_PUB1077"
"LTFRB",,"FTI-Monumento via EDSA","Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City - Food Terminal Incorporated, DBP Ave, Taguig City, Manila, Manila",3,,"FFFFFF",,"LTFRB_PUB1078"
"LTFRB",,"Malanday MIA via Pasay Rtda MOA Coastal Road","Natalia, Parañaque City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,,,"LTFRB_PUB1079"
"LTFRB",,"Malanday MIA via Pasay Rtda MOA Coastal Road","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - NAIA Rd, Parañaque City, Manila",3,,,,"LTFRB_PUB1080"
"LTFRB",,"Malanday Sucat via EDSA","South Luzon Expressway, Muntinlupa City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1082"
"LTFRB",,"Malanday Sucat via EDSA","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - South Luzon Expressway, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1083"
"LTFRB",,"Monumento NAIA via EDSA Coastal Rd","Natalia, Parañaque City, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1084"
"LTFRB",,"Monumento NAIA via EDSA Coastal Rd","Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City - NAIA Rd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1085"
"LTFRB",,"Monumento Philcite via Ayala EDSA","Senator Gil Puyat Ave, Lungsod ng Pasay, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1086"
"LTFRB",,"Monumento Philcite via Ayala EDSA","Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City - Senator Gil Puyat Ave, Lungsod ng Pasay, Manila",3,,"FFFFFF",,"LTFRB_PUB1087"
"LTFRB",,"Monumento Sucat via EDSA","South Luzon Expressway, Muntinlupa City, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1088"
"LTFRB",,"Monumento Sucat via EDSA","Epifanio de los Santos Avenue / General Rosendo Simon Intersection , Caloocan City - South Luzon Expressway, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1089"
"LTFRB",,"NAIA SM Fairview","Natalia, Parañaque City, Manila - SM Public Transport Terminal, Regalado Highway, Quezon City",3,,,,"LTFRB_PUB1090"
"LTFRB",,"NAIA SM Fairview","Quirino Highway / Maligaya Intersection, Caloocan City - NAIA Rd, Parañaque City, Manila",3,,,,"LTFRB_PUB1091"
"LTFRB",,"Alabang - Malanday via EDSA, McArthur","MRT-3 Magallanes Station, EDSA, Makati City, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1092"
"LTFRB",,"Alabang - Malanday via EDSA, McArthur","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1093"
"LTFRB",,"Alabang - Navotas Terminal via EDSA","MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1095"
"LTFRB",,"Alabang - Novaliches via EDSA, NLEX","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - North Luzon Expressway / Santiago Street Intersection, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1096"
"LTFRB",,"Alabang - Novaliches via EDSA, NLEX","North Luzon Expressway, Valenzuela City - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1097"
"LTFRB",,"Alabang - Plaza Lawton","Alabang-Zapote Road, Muntinlupa City, Manila - Plaza Santa Cruz, Manila City",3,,,,"LTFRB_PUB1098"
"LTFRB",,"Alabang - Plaza Lawton","Plaza Santa Cruz, Manila City - Alabang-Zapote Road, Muntinlupa City, Manila",3,,,,"LTFRB_PUB1099"
"LTFRB",,"Alabang-Novaliches via EDSA, MindanaoAve","National Hwy, Muntinlupa City, Manila - Quirino Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1100"
"LTFRB",,"Alabang-Novaliches via EDSA, MindanaoAve","Quirino Highway, Quezon City - National Hwy, Muntinlupa City, Manila",3,,"FFFFFF",,"LTFRB_PUB1101"
"LTFRB",,"Alabang-SM Fairview via Lagro Commonwealth","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Belfast / Bulalakaw Intersection, Quezon City",3,,,,"LTFRB_PUB1102"
"LTFRB",,"Alabang-SM Fairview via Lagro Commonwealth","Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",3,,,,"LTFRB_PUB1103"
"LTFRB",,"Alabang Muntinlupa-Lawton via SSH Taft Ave","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Magallanes Dr, Manila",3,,,,"LTFRB_PUB1104"
"LTFRB",,"Alabang Muntinlupa-Lawton via SSH Taft Ave","Taft Ave, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",3,,,,"LTFRB_PUB1105"
"LTFRB",,"Antipolo-Divisoria via Shaw Blvd","P. Oliveros St, Antipolo City, Manila - Sto. Cristo / Claro M. Recto Ave Intersection, Manila",3,,,,"LTFRB_PUB1106"
"LTFRB",,"Antipolo-Divisoria via Shaw Blvd","Sto. Cristo / Claro M. Recto Ave Intersection, Manila - P. Oliveros St, Antipolo City, Manila",3,,,,"LTFRB_PUB1107"
"LTFRB",,"Asturias-Ayala via Buendia Ave, Taft Ave","Makati Ave / Ayala Avenue Intersection, Makati City, Manila - President Quirino Ave / Angel Linao Intersection, Manila",3,,,,"LTFRB_PUB1108"
"LTFRB",,"Asturias-Ayala via Buendia Ave, Taft Ave","South Luzon Expressway, Makati City, Manila - Makati Ave / Ayala Avenue Intersection, Makati City, Manila",3,,,,"LTFRB_PUB1109"
"LTFRB",,"Ayala Ave-Ft Boni StaffHouse via Mckinly","McKinley Pkwy / 9th Ave Intersection, Taguig City, Manila - Epifanio de los Santos Avenue / McKinley Rd Intersection, Makati City, Manila",3,,,,"LTFRB_PUB1110"
"LTFRB",,"Baclaran - Grotto via Commonwealth Ave","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte",3,,,,"LTFRB_PUB1111"
"LTFRB",,"Baclaran - Grotto via Commonwealth Ave","Sta. Maria - Tungkong Mangga Rd / Quirino Highway Intersection, City of San Jose del Monte - Roxas Blvd, Parañaque City, Manila",3,,,,"LTFRB_PUB1112"
"LTFRB",,"Baclaran - Minuyan via Commonwealth Ave","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Quirino Highway, City of San Jose del Monte",3,,,,"LTFRB_PUB1113"
"LTFRB",,"Baclaran - Minuyan via Commonwealth Ave","Quirino Highway, City of San Jose del Monte - Roxas Blvd, Parañaque City, Manila",3,,,,"LTFRB_PUB1114"
"LTFRB",,"Baclaran - Montalban via EDSA","MALTC Bus Station, Gen. A Luna, San Mateo - Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1116"
"LTFRB",,"Baclaran-BgSilang via Edsa Commonwealth","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Green Construction Supply, Langit Road, Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1117"
"LTFRB",,"Baclaran-BgSilang via Edsa Commonwealth","Green Construction Supply, Langit Road, Caloocan City - Roxas Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1118"
"LTFRB",,"Alabang - Navotas Terminal via EDSA","South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1119"
"LTFRB",,"Baclaran-Malanday via Edsa, McArthur","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City",3,,"FFFFFF",,"LTFRB_PUB1120"
"LTFRB",,"Baclaran-Malanday via Edsa, McArthur","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - Roxas Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1121"
"LTFRB",,"Baclaran-Malanday viaEDSA, McArthur, Ayala","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - C.P. Enerton Fuel Station, MacArthur Highway, Valenzuela City, Philippines",3,,"FFFFFF",,"LTFRB_PUB1122"
"LTFRB",,"Baclaran-Malanday viaEDSA, McArthur, Ayala","Mercury Drug Store, MacArthur Highway, Malanday, Valenzuela City - Roxas Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1123"
"LTFRB",,"Baclaran-Navotas Terminal via EDSA","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Epifanio de los Santos Avenue / 5th Street Intersection , Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1124"
"LTFRB",,"Baclaran-Navotas Terminal via EDSA","Roxas Blvd, Parañaque City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",3,,"FFFFFF",,"LTFRB_PUB1125"
"LTFRB",,"Baclaran-Navotas Terminal via Edsa Ayala","San Juan De Dios Educational Foundation, Incorporated, Pasay City, Manila - MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila",3,,"FFFFFF",,"LTFRB_PUB1126"
"LTFRB",,"Baclaran-Navotas Terminal via Edsa Ayala","MMDA Navotos Bus Terminal, Circumferential Road 4, Navotas City, Manila - Roxas Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1127"
"LTFRB",,"Baclaran-Novaliches via EDSA Mindanao Ave","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Quirino Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1128"
"LTFRB",,"Baclaran-Nvaliches via EDSA Mind AveAyala","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Quirino Highway, Quezon City",3,,"FFFFFF",,"LTFRB_PUB1129"
"LTFRB",,"Baclaran-Nvaliches via EDSA Mind AveAyala","Quirino Highway, Quezon City - Roxas Blvd, Parañaque City, Manila",3,,"FFFFFF",,"LTFRB_PUB1130"
"LTFRB",,"Baclaran - SM Fairview via Lagro C'wealth","Diosdado Macapagal Blvd, Lungsod ng Pasay, Manila - Belfast / Bulalakaw Intersection, Quezon City",3,,,,"LTFRB_PUB1131"
"LTFRB",,"Baclaran - SM Fairview via Lagro C'wealth","Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila - Roxas Blvd, Parañaque City, Manila",3,,,,"LTFRB_PUB1132"
"LTFRB",,"Baclaran - SM Fairview via Lagro, Ayala","Roxas Blvd / T. Claudio Intersection, Parañaque City, Manila - Belfast / Bulalakaw Intersection, Quezon City",3,,,,"LTFRB_PUB1133"
"LTFRB",,"Baclaran - SM Fairview via Lagro, Ayala","Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila - Roxas Blvd, Parañaque City, Manila",3,,,,"LTFRB_PUB1134"
"LTFRB",,"Baclaran-SM Fairview via Quezon Ave","Taft Ave / Josefa Llanes Escoda Intersection, Manila - Belfast / Bulalakaw Intersection, Quezon City",3,,,,"LTFRB_PUB1135"
"LTFRB",,"Baclaran-SM Fairview via Quezon Ave","Robinsons Nova Supermarket, Quirino Highway, Caloocan City, Manila - Taft Ave / Josefa Llanes Escoda Intersection, Manila",3,,,,"LTFRB_PUB1136"
"LTFRB",,"Bagong Silang - Sta. Cruz via Malinta Exit","T. Mapua, Manila - Langit Road, Caloocan City",3,,,,"LTFRB_PUB1137"
"LTFRB",,"Bagong Silang - Sta. Cruz via Malinta Exit","Un named Road near Tatak Kubo, Caloocan City - Valariano Fugoso, Manila",3,,,,"LTFRB_PUB1138"
"LTFRB",,"Bagong Silang - NAIA via Maligaya Park, EDSA","Maria, Parañaque City, Manila - Green Construction Supply, Langit Road, Caloocan City",3,,"FFFFFF",,"LTFRB_PUB1139"
