shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lat,shape_pt_lon
882144,8,,14.55152,120.99775
882144,9,,14.55571,120.99681
882144,10,,14.557789999999999,120.99633999999999
882144,11,,14.561259999999999,120.99560999999999
882144,12,,14.5628,120.99513999999998
882144,13,,14.56419,120.99450999999998
882144,14,,14.5679,120.99281999999998
882144,15,,14.57046,120.99152999999998
882144,16,,14.57297,120.99010999999999
882144,17,,14.57625,120.98819999999999
882144,18,,14.57908,120.98664
882144,19,,14.58198,120.98500999999999
882144,20,,14.58408,120.98382999999998
882144,21,,14.5861,120.98264999999998
882144,22,,14.58713,120.98204999999997
882144,23,,14.587720000000001,120.98212999999997
882144,24,,14.58867,120.98225999999997
882144,25,,14.59177,120.98193999999997
882144,26,,14.5943,120.98116999999996
882144,27,,14.59615,120.98068999999997
882144,28,,14.59764,120.98092999999997
882144,29,,14.59889,120.98133999999997
882144,30,,14.601880000000001,120.98184999999998
882144,31,,14.605300000000002,120.98199999999999
882144,32,,14.609390000000001,120.98232999999999
882144,33,,14.613150000000001,120.98262999999999
882144,34,,14.61579,120.98270999999998
882144,35,,14.618490000000001,120.98281999999999
882144,36,,14.621290000000002,120.98285999999999
882144,37,,14.624050000000002,120.98289999999999
882144,38,,14.625360000000002,120.98298999999999
882144,39,,14.628430000000002,120.98307999999999
882144,40,,14.629140000000001,120.98279999999998
882144,41,,14.631150000000002,120.98103999999998
882144,42,,14.631940000000002,120.98068999999998
882144,43,,14.632690000000002,120.98079999999999
882144,44,,14.636900000000002,120.98268999999999
882144,45,,14.638440000000003,120.98335999999999
882144,46,,14.644400000000003,120.98356999999999
882144,47,,14.646890000000003,120.98373999999998
882144,48,,14.650230000000002,120.98380999999998
882144,49,,14.656100000000002,120.98399999999998
882144,50,,14.656810000000002,120.98431999999998
882144,51,,14.657150000000001,120.98478999999999
882144,52,,14.65717,120.98526
882144,53,,14.657150000000001,120.98590999999999
882144,54,,14.657190000000002,120.98691999999998
882144,55,,14.657270000000002,120.98901999999998
882144,56,,14.657400000000003,121.00399999999998
882144,57,,14.657620000000003,121.02025999999998
882144,58,,14.657500000000002,121.02199999999998
882144,59,,14.657500000000002,121.02199999999998
882188,0,,14.533900000000001,120.998
882188,1,,14.53486,120.99874
882188,2,,14.53613,120.99974999999999
882188,3,,14.53754,121.00074
882188,4,,14.53823,121.00077999999999
882188,5,,14.5412,121.00019999999999
882188,6,,14.54471,120.99941
882188,7,,14.54778,120.99861
882188,8,,14.55152,120.99775
882188,9,,14.55571,120.99681
882188,10,,14.557789999999999,120.99633999999999
882188,11,,14.561259999999999,120.99560999999999
882188,12,,14.5628,120.99513999999998
882188,13,,14.56419,120.99450999999998
882188,14,,14.5679,120.99281999999998
882188,15,,14.57046,120.99152999999998
882188,16,,14.57297,120.99010999999999
882188,17,,14.57625,120.98819999999999
882188,18,,14.57908,120.98664
882188,19,,14.58198,120.98500999999999
882188,20,,14.58408,120.98382999999998
882188,21,,14.5861,120.98264999999998
882188,22,,14.58713,120.98204999999997
882188,23,,14.587720000000001,120.98212999999997
882188,24,,14.58867,120.98225999999997
882188,25,,14.59177,120.98193999999997
882188,26,,14.5943,120.98116999999996
882188,27,,14.59615,120.98068999999997
882188,28,,14.59764,120.98092999999997
882188,29,,14.59889,120.98133999999997
882188,30,,14.601880000000001,120.98184999999998
882188,31,,14.605300000000002,120.98199999999999
882188,32,,14.609390000000001,120.98232999999999
882188,33,,14.613150000000001,120.98262999999999
882188,34,,14.61579,120.98270999999998
882188,35,,14.618490000000001,120.98281999999999
882188,36,,14.621290000000002,120.98285999999999
882188,37,,14.624050000000002,120.98289999999999
882188,38,,14.625360000000002,120.98298999999999
882188,39,,14.628430000000002,120.98307999999999
882188,40,,14.629140000000001,120.98279999999998
882188,41,,14.631150000000002,120.98103999999998
882188,42,,14.631940000000002,120.98068999999998
882188,43,,14.632690000000002,120.98079999999999
882188,44,,14.636900000000002,120.98268999999999
882188,45,,14.638440000000003,120.98335999999999
882188,46,,14.644400000000003,120.98356999999999
882188,47,,14.646890000000003,120.98373999999998
882188,48,,14.650230000000002,120.98380999999998
882188,49,,14.656100000000002,120.98399999999998
882188,50,,14.656810000000002,120.98431999999998
882188,51,,14.657150000000001,120.98478999999999
882188,52,,14.65717,120.98526
882188,53,,14.657150000000001,120.98590999999999
882188,54,,14.657190000000002,120.98691999999998
882188,55,,14.657270000000002,120.98901999999998
882188,56,,14.657400000000003,121.00399999999998
882188,57,,14.657620000000003,121.02025999999998
882188,58,,14.657500000000002,121.02199999999998
882188,59,,14.657500000000002,121.02199999999998
881760,0,,14.6507,120.97300000000001
881760,1,,14.651100000000001,120.97400000000002
881760,2,,14.6514,120.97500000000002
881760,3,,14.6517,120.97600000000003
881760,4,,14.6518,120.97800000000002
881760,5,,14.6517,120.97900000000003
881760,6,,14.6517,120.98100000000002
881760,7,,14.6516,120.98200000000003
881760,8,,14.6516,120.98300000000003
881760,9,,14.6516,120.98400000000004
881760,10,,14.6515,120.98600000000003
881760,11,,14.6514,120.98800000000003
881760,12,,14.6513,120.99000000000002
881760,13,,14.6513,120.99300000000002
881760,14,,14.651200000000001,120.99500000000002
881760,15,,14.652600000000001,120.99500000000002
881760,16,,14.652600000000001,120.99500000000002
881761,0,,14.601300000000002,120.98
881761,1,,14.604400000000002,120.979
881761,2,,14.606000000000002,120.98
881761,3,,14.608000000000002,120.98
881761,4,,14.608900000000002,120.98100000000001
881761,5,,14.611000000000002,120.98100000000001
881761,6,,14.611800000000002,120.98
881761,7,,14.613200000000003,120.98
881761,8,,14.613300000000002,120.979
881761,9,,14.613900000000003,120.977
881761,10,,14.614700000000003,120.97500000000001
881761,11,,14.616100000000003,120.97600000000001
881761,12,,14.616100000000003,120.97600000000001
880869,0,,14.537600000000001,121.001
880869,1,,14.538850000000002,121.01230000000001
880869,2,,14.540090000000001,121.01659000000001
880869,3,,14.542100000000001,121.02000000000001
880869,4,,14.5492,121.028
880869,5,,14.5541,121.034
880869,6,,14.55991,121.04093
880869,7,,14.56282,121.04402
880869,8,,14.56448,121.04487
880869,9,,14.5666,121.04543
880869,10,,14.568169999999999,121.04594999999999
880869,11,,14.569879999999998,121.04646
880869,12,,14.571209999999997,121.04701999999999
880869,13,,14.572899999999997,121.04799999999999
880869,14,,14.580999999999998,121.05399999999999
880869,15,,14.587939999999998,121.05693
880869,16,,14.593009999999998,121.05830999999999
880869,17,,14.597579999999997,121.05980999999998
880869,18,,14.598869999999996,121.05988999999998
880869,19,,14.601229999999996,121.05933999999998
880869,20,,14.607209999999995,121.05684999999998
880869,21,,14.619399999999995,121.05099999999999
880869,22,,14.631589999999996,121.04556
880869,23,,14.635289999999996,121.04333
880869,24,,14.642469999999996,121.03878
880869,25,,14.651769999999996,121.03234
880869,26,,14.651729999999995,121.0323
880869,27,,14.651769999999996,121.03234
880869,28,,14.651769999999996,121.03234
882062,0,,14.537600000000001,121.001
882062,1,,14.538850000000002,121.01230000000001
882062,2,,14.540090000000001,121.01659000000001
882062,3,,14.542100000000001,121.02000000000001
882062,4,,14.5492,121.028
882062,5,,14.5541,121.034
882062,6,,14.55991,121.04093
882062,7,,14.56282,121.04402
882062,8,,14.56448,121.04487
882062,9,,14.5666,121.04543
882062,10,,14.568169999999999,121.04594999999999
882062,11,,14.569879999999998,121.04646
882062,12,,14.571209999999997,121.04701999999999
882062,13,,14.572899999999997,121.04799999999999
882062,14,,14.580999999999998,121.05399999999999
882062,15,,14.587939999999998,121.05693
882062,16,,14.593009999999998,121.05830999999999
882062,17,,14.597579999999997,121.05980999999998
882062,18,,14.598869999999996,121.05988999999998
882062,19,,14.601229999999996,121.05933999999998
882062,20,,14.607209999999995,121.05684999999998
882062,21,,14.619399999999995,121.05099999999999
882062,22,,14.631589999999996,121.04556
882062,23,,14.635289999999996,121.04333
882062,24,,14.642469999999996,121.03878
882062,25,,14.651769999999996,121.03234
882062,26,,14.651729999999995,121.0323
882062,27,,14.651769999999996,121.03234
882062,28,,14.651769999999996,121.03234
881953,0,,14.61161,120.97323000000002
881953,1,,14.613610000000001,120.97370000000002
881953,2,,14.616620000000001,120.97415000000002
881953,3,,14.62157,120.97490000000002
881953,4,,14.62173,120.97495000000002
881953,5,,14.62186,120.97507000000002
881953,6,,14.62234,120.97549000000002
881953,7,,14.62276,120.97594000000002
881953,8,,14.62299,120.97642000000002
881953,9,,14.62314,120.97693000000002
881953,10,,14.623209999999998,120.97743000000003
881953,11,,14.62319,120.97802000000003
881953,12,,14.62285,120.98154000000002
881953,13,,14.62263,120.98386000000002
881953,14,,14.622549999999999,120.98464000000003
881953,15,,14.622539999999999,120.98490000000002
881953,16,,14.622499999999999,120.98554000000003
881953,17,,14.622539999999999,120.98507000000002
881953,18,,14.62233,120.98666000000001
881953,19,,14.62206,120.98732000000001
881953,20,,14.62171,120.98785000000001
881953,21,,14.62012,120.98935
881953,22,,14.6164,120.99291
881953,23,,14.61453,120.99474
881953,24,,14.61319,120.99596
881953,25,,14.61247,120.99669999999999
881953,26,,14.61075,120.99825999999999
881953,27,,14.60933,120.99964999999999
881953,28,,14.60634,121.00253
881953,29,,14.60474,121.00415
881953,30,,14.60417,121.00469
881953,31,,14.60354,121.00564
881953,32,,14.60318,121.00654
881953,33,,14.60286,121.00757
881953,34,,14.60254,121.00821
881953,35,,14.60175,121.00913
881953,36,,14.60065,121.01032
881953,37,,14.59955,121.01154
881953,38,,14.598740000000001,121.01249
881953,39,,14.598040000000001,121.01312
881953,40,,14.597480000000001,121.01335
881953,41,,14.59673,121.0134
881953,42,,14.59594,121.01310000000001
881953,43,,14.59509,121.01267000000001
881953,44,,14.59079,121.00908000000001
881953,45,,14.58412,121.00357000000001
881953,46,,14.58169,121.00149
881953,47,,14.579,120.99900000000001
881953,48,,14.57806,120.99844000000002
881953,49,,14.5774,120.99808000000002
881953,50,,14.576830000000001,120.99801000000002
881953,51,,14.57609,120.99805000000002
881953,52,,14.57281,120.99971000000002
881953,53,,14.5669,121.00300000000003
881953,54,,14.557400000000001,121.00800000000002
881953,55,,14.5509,121.01200000000003
881953,56,,14.5408,121.01700000000002
881953,57,,14.5235,121.02600000000002
881953,58,,14.506400000000001,121.03600000000003
881953,59,,14.487870000000001,121.04569000000004
881953,60,,14.47827,121.05037000000003
881953,61,,14.47579,121.05091000000003
881953,62,,14.47069,121.05080000000002
881953,63,,14.469859999999999,121.05091000000003
881953,64,,14.46609,121.05226000000003
881953,65,,14.464979999999999,121.05234000000003
881953,66,,14.45037,121.05069000000003
881953,67,,14.4442,121.05010000000003
881953,68,,14.43485,121.04905000000002
881953,69,,14.432160000000001,121.04874000000002
881953,70,,14.429610000000002,121.04838000000002
881953,71,,14.424520000000003,121.04773000000003
881953,72,,14.385920000000002,121.04763000000003
881953,73,,14.381570000000002,121.04755000000003
881953,74,,14.379390000000003,121.04749000000002
881953,75,,14.377220000000003,121.04753000000002
881953,76,,14.376530000000002,121.04757000000002
881953,77,,14.375280000000002,121.04784000000002
881953,78,,14.373500000000002,121.04881000000002
881953,79,,14.369040000000002,121.05126000000001
881953,80,,14.365520000000002,121.05320000000002
881953,81,,14.365240000000002,121.05334000000002
881953,82,,14.364960000000002,121.05359000000001
881953,83,,14.364570000000002,121.05380000000001
881953,84,,14.359980000000002,121.05623000000001
881953,85,,14.355700000000002,121.05857000000002
881953,86,,14.348780000000003,121.06237000000002
881953,87,,14.347820000000004,121.06291000000002
881953,88,,14.346870000000004,121.06353000000001
881953,89,,14.338830000000005,121.07266000000001
881953,90,,14.334860000000004,121.07716
881953,91,,14.332810000000004,121.07947
881953,92,,14.330890000000004,121.08155000000001
881953,93,,14.330860000000003,121.08155000000001
881953,94,,14.330870000000003,121.08153
881953,95,,14.330870000000003,121.08153
881953,96,,14.330870000000003,121.08153
881953,97,,14.330870000000003,121.08153
881953,98,,14.330870000000003,121.08153
881953,99,,14.330870000000003,121.08153
882086,0,,14.61161,120.97323000000002
882086,1,,14.613610000000001,120.97370000000002
882086,2,,14.616620000000001,120.97415000000002
882086,3,,14.62157,120.97490000000002
882086,4,,14.62173,120.97495000000002
882086,5,,14.62186,120.97507000000002
882086,6,,14.62234,120.97549000000002
882086,7,,14.62276,120.97594000000002
882086,8,,14.62299,120.97642000000002
882086,9,,14.62314,120.97693000000002
882086,10,,14.623209999999998,120.97743000000003
882086,11,,14.62319,120.97802000000003
882086,12,,14.62285,120.98154000000002
882086,13,,14.62263,120.98386000000002
882086,14,,14.622549999999999,120.98464000000003
882086,15,,14.622539999999999,120.98490000000002
882086,16,,14.622499999999999,120.98554000000003
882086,17,,14.622539999999999,120.98507000000002
882086,18,,14.62233,120.98666000000001
882086,19,,14.62206,120.98732000000001
882086,20,,14.62171,120.98785000000001
882086,21,,14.62012,120.98935
882086,22,,14.6164,120.99291
882086,23,,14.61453,120.99474
882086,24,,14.61319,120.99596
882086,25,,14.61247,120.99669999999999
882086,26,,14.61075,120.99825999999999
882086,27,,14.60933,120.99964999999999
882086,28,,14.60634,121.00253
882086,29,,14.60474,121.00415
882086,30,,14.60417,121.00469
882086,31,,14.60354,121.00564
882086,32,,14.60318,121.00654
882086,33,,14.60286,121.00757
882086,34,,14.60254,121.00821
882086,35,,14.60175,121.00913
882086,36,,14.60065,121.01032
882086,37,,14.59955,121.01154
882086,38,,14.598740000000001,121.01249
882086,39,,14.598040000000001,121.01312
882086,40,,14.597480000000001,121.01335
882086,41,,14.59673,121.0134
882086,42,,14.59594,121.01310000000001
882086,43,,14.59509,121.01267000000001
882086,44,,14.59079,121.00908000000001
882086,45,,14.58412,121.00357000000001
882086,46,,14.58169,121.00149
882086,47,,14.579,120.99900000000001
882086,48,,14.57806,120.99844000000002
882086,49,,14.5774,120.99808000000002
882086,50,,14.576830000000001,120.99801000000002
882086,51,,14.57609,120.99805000000002
882086,52,,14.57281,120.99971000000002
882086,53,,14.5669,121.00300000000003
882086,54,,14.557400000000001,121.00800000000002
882086,55,,14.5509,121.01200000000003
882086,56,,14.5408,121.01700000000002
882086,57,,14.5235,121.02600000000002
882086,58,,14.506400000000001,121.03600000000003
882086,59,,14.487870000000001,121.04569000000004
882086,60,,14.47827,121.05037000000003
882086,61,,14.47579,121.05091000000003
882086,62,,14.47069,121.05080000000002
882086,63,,14.469859999999999,121.05091000000003
882086,64,,14.46609,121.05226000000003
882086,65,,14.464979999999999,121.05234000000003
882086,66,,14.45037,121.05069000000003
882086,67,,14.4442,121.05010000000003
882086,68,,14.43485,121.04905000000002
882086,69,,14.432160000000001,121.04874000000002
882086,70,,14.429610000000002,121.04838000000002
882086,71,,14.424520000000003,121.04773000000003
882086,72,,14.385920000000002,121.04763000000003
882086,73,,14.381570000000002,121.04755000000003
882086,74,,14.379390000000003,121.04749000000002
882086,75,,14.377220000000003,121.04753000000002
882086,76,,14.376530000000002,121.04757000000002
882086,77,,14.375280000000002,121.04784000000002
882086,78,,14.373500000000002,121.04881000000002
882086,79,,14.369040000000002,121.05126000000001
882086,80,,14.365520000000002,121.05320000000002
882086,81,,14.365240000000002,121.05334000000002
882086,82,,14.364960000000002,121.05359000000001
882086,83,,14.364570000000002,121.05380000000001
882086,84,,14.359980000000002,121.05623000000001
882086,85,,14.355700000000002,121.05857000000002
882086,86,,14.348780000000003,121.06237000000002
882086,87,,14.347820000000004,121.06291000000002
882086,88,,14.346870000000004,121.06353000000001
882086,89,,14.338830000000005,121.07266000000001
882086,90,,14.334860000000004,121.07716
882086,91,,14.332810000000004,121.07947
882086,92,,14.330890000000004,121.08155000000001
882086,93,,14.330860000000003,121.08155000000001
882086,94,,14.330870000000003,121.08153
882086,95,,14.330870000000003,121.08153
882086,96,,14.330870000000003,121.08153
882086,97,,14.330870000000003,121.08153
882086,98,,14.330870000000003,121.08153
882086,99,,14.330870000000003,121.08153
